matchup,book,market,player,side,line,odds,last_update,team,games,minutes,points,rebounds,assists,steals,blocks,fg_pct,fg3_pct,ft_pct,plus_minus,projection_edge,confidence
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,paul george,Over,3.5,-174,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,0.10000000000000009,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,paul george,Under,3.5,132,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,0.10000000000000009,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,karl-anthony towns,Over,5.5,110,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,-2.5,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,karl-anthony towns,Under,5.5,-146,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,-2.5,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,kelly oubre jr,Over,1.5,182,2026-05-06T23:34:17Z,,,,,,,,,,,,,,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,kelly oubre jr,Under,1.5,-250,2026-05-06T23:34:17Z,,,,,,,,,,,,,,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,vj edgecombe,Over,3.5,114,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.7000000000000002,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,vj edgecombe,Under,3.5,-152,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.7000000000000002,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,quentin grimes,Over,1.5,-144,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,1.7999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,quentin grimes,Under,1.5,108,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,1.7999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,josh hart,Over,5.5,132,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,-0.7000000000000002,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,josh hart,Under,5.5,-178,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,-0.7000000000000002,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,og anunoby,Over,2.5,128,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,og anunoby,Under,2.5,-172,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,jalen brunson,Over,6.5,-154,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,jalen brunson,Under,6.5,116,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,mikal bridges,Over,2.5,130,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,1.2000000000000002,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,mikal bridges,Under,2.5,-174,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,1.2000000000000002,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,tyrese maxey,Over,5.5,-148,2026-05-06T23:34:17Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,1.0999999999999996,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_assists,tyrese maxey,Under,5.5,112,2026-05-06T23:34:17Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,1.0999999999999996,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,justin edwards,Over,3.5,102,2026-05-06T23:34:17Z,PHI,64.0,15.3,6.0,1.5,1.3,0.8,0.2,0.447,0.372,0.846,-1.1,2.5,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,justin edwards,Under,3.5,-136,2026-05-06T23:34:17Z,PHI,64.0,15.3,6.0,1.5,1.3,0.8,0.2,0.447,0.372,0.846,-1.1,2.5,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,jalen brunson,Over,23.5,-118,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,2.5,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,jalen brunson,Under,23.5,-112,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,2.5,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,andre drummond,Over,4.5,-106,2026-05-06T23:34:17Z,PHI,63.0,19.5,6.4,8.4,1.3,0.6,0.8,0.472,0.356,0.631,-1.4,1.9000000000000004,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,andre drummond,Under,4.5,-125,2026-05-06T23:34:17Z,PHI,63.0,19.5,6.4,8.4,1.3,0.6,0.8,0.472,0.356,0.631,-1.4,1.9000000000000004,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,jordan clarkson,Over,5.5,-114,2026-05-06T23:34:17Z,NYK,72.0,17.8,8.6,1.8,1.3,0.4,0.1,0.451,0.327,0.83,1.5,3.0999999999999996,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,jordan clarkson,Under,5.5,-114,2026-05-06T23:34:17Z,NYK,72.0,17.8,8.6,1.8,1.3,0.4,0.1,0.451,0.327,0.83,1.5,3.0999999999999996,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,paul george,Over,25.5,-102,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,-8.2,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,paul george,Under,25.5,-130,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,-8.2,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,karl-anthony towns,Over,22.5,-108,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,-2.3999999999999986,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,karl-anthony towns,Under,22.5,-122,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,-2.3999999999999986,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,vj edgecombe,Over,14.5,-114,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,1.5,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,vj edgecombe,Under,14.5,-114,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,1.5,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,kelly oubre jr,Over,12.5,-102,2026-05-06T23:34:17Z,,,,,,,,,,,,,,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,kelly oubre jr,Under,12.5,-130,2026-05-06T23:34:17Z,,,,,,,,,,,,,,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,adem bona,Over,2.5,-136,2026-05-06T23:34:17Z,PHI,71.0,17.4,4.8,4.3,0.5,0.4,1.2,0.595,0.333,0.708,-0.1,2.3,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,adem bona,Under,2.5,102,2026-05-06T23:34:17Z,PHI,71.0,17.4,4.8,4.3,0.5,0.4,1.2,0.595,0.333,0.708,-0.1,2.3,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,quentin grimes,Over,9.5,-122,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,3.9000000000000004,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,quentin grimes,Under,9.5,-108,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,3.9000000000000004,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,josh hart,Over,8.5,-132,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,3.5,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,josh hart,Under,8.5,100,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,3.5,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,mikal bridges,Over,13.5,-125,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,0.9000000000000004,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,mikal bridges,Under,13.5,-106,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,0.9000000000000004,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,og anunoby,Over,20.5,-132,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-3.8000000000000007,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,og anunoby,Under,20.5,100,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-3.8000000000000007,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_points,tyrese maxey,Over,25.5,-106,2026-05-06T23:34:17Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,2.8000000000000007,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,tyrese maxey,Under,25.5,-125,2026-05-06T23:34:17Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,2.8000000000000007,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_points,miles mcbride,Over,6.5,-130,2026-05-06T23:34:17Z,NYK,41.0,26.3,12.0,2.4,2.6,0.9,0.2,0.423,0.413,0.787,5.5,5.5,HIGH
Philadelphia 76ers at New York Knicks,FanDuel,player_points,miles mcbride,Under,6.5,-102,2026-05-06T23:34:17Z,NYK,41.0,26.3,12.0,2.4,2.6,0.9,0.2,0.423,0.413,0.787,5.5,5.5,HIGH
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,jalen brunson,Over,2.5,134,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.7999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,jalen brunson,Under,2.5,-180,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.7999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,andre drummond,Over,7.5,106,2026-05-06T23:34:17Z,PHI,63.0,19.5,6.4,8.4,1.3,0.6,0.8,0.472,0.356,0.631,-1.4,0.9000000000000004,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,andre drummond,Under,7.5,-140,2026-05-06T23:34:17Z,PHI,63.0,19.5,6.4,8.4,1.3,0.6,0.8,0.472,0.356,0.631,-1.4,0.9000000000000004,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,kelly oubre jr,Over,4.5,104,2026-05-06T23:34:17Z,,,,,,,,,,,,,,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,kelly oubre jr,Under,4.5,-138,2026-05-06T23:34:17Z,,,,,,,,,,,,,,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,paul george,Over,5.5,-112,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,-0.20000000000000018,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,paul george,Under,5.5,-118,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,-0.20000000000000018,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,karl-anthony towns,Over,9.5,-144,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,2.4000000000000004,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,karl-anthony towns,Under,9.5,108,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,2.4000000000000004,MEDIUM
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,quentin grimes,Over,2.5,114,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,1.1,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,quentin grimes,Under,2.5,-152,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,1.1,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,adem bona,Over,4.5,-125,2026-05-06T23:34:17Z,PHI,71.0,17.4,4.8,4.3,0.5,0.4,1.2,0.595,0.333,0.708,-0.1,-0.20000000000000018,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,adem bona,Under,4.5,-106,2026-05-06T23:34:17Z,PHI,71.0,17.4,4.8,4.3,0.5,0.4,1.2,0.595,0.333,0.708,-0.1,-0.20000000000000018,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,vj edgecombe,Over,5.5,104,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.09999999999999964,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,vj edgecombe,Under,5.5,-138,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.09999999999999964,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,josh hart,Over,8.5,102,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,-1.0999999999999996,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,josh hart,Under,8.5,-136,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,-1.0999999999999996,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,mikal bridges,Over,2.5,132,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,1.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,mikal bridges,Under,2.5,-178,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,1.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,og anunoby,Over,5.5,-160,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_rebounds,og anunoby,Under,5.5,120,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,jordan clarkson,Over,0.5,-102,2026-05-06T23:34:17Z,NYK,72.0,17.8,8.6,1.8,1.3,0.4,0.1,0.451,0.327,0.83,1.5,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,jordan clarkson,Under,0.5,-130,2026-05-06T23:34:17Z,NYK,72.0,17.8,8.6,1.8,1.3,0.4,0.1,0.451,0.327,0.83,1.5,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,kelly oubre jr,Over,1.5,164,2026-05-06T23:34:17Z,,,,,,,,,,,,,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,kelly oubre jr,Under,1.5,-225,2026-05-06T23:34:17Z,,,,,,,,,,,,,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,andre drummond,Over,0.5,168,2026-05-06T23:34:17Z,PHI,63.0,19.5,6.4,8.4,1.3,0.6,0.8,0.472,0.356,0.631,-1.4,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,andre drummond,Under,0.5,-230,2026-05-06T23:34:17Z,PHI,63.0,19.5,6.4,8.4,1.3,0.6,0.8,0.472,0.356,0.631,-1.4,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,paul george,Over,5.5,132,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,paul george,Under,5.5,-178,2026-05-06T23:34:17Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,karl-anthony towns,Over,1.5,188,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,karl-anthony towns,Under,1.5,-260,2026-05-06T23:34:17Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,quentin grimes,Over,0.5,-230,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,quentin grimes,Under,0.5,168,2026-05-06T23:34:17Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,vj edgecombe,Over,1.5,-136,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,vj edgecombe,Under,1.5,102,2026-05-06T23:34:17Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,josh hart,Over,1.5,172,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,josh hart,Under,1.5,-235,2026-05-06T23:34:17Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,og anunoby,Over,2.5,-188,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,og anunoby,Under,2.5,140,2026-05-06T23:34:17Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,mikal bridges,Over,1.5,134,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,mikal bridges,Under,1.5,-180,2026-05-06T23:34:17Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,tyrese maxey,Over,2.5,126,2026-05-06T23:34:17Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,tyrese maxey,Under,2.5,-168,2026-05-06T23:34:17Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,jalen brunson,Over,1.5,-210,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,jalen brunson,Under,1.5,154,2026-05-06T23:34:17Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,miles mcbride,Over,1.5,-125,2026-05-06T23:34:17Z,NYK,41.0,26.3,12.0,2.4,2.6,0.9,0.2,0.423,0.413,0.787,5.5,0.0,LOW
Philadelphia 76ers at New York Knicks,FanDuel,player_threes,miles mcbride,Under,1.5,-106,2026-05-06T23:34:17Z,NYK,41.0,26.3,12.0,2.4,2.6,0.9,0.2,0.423,0.413,0.787,5.5,0.0,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,jalen brunson,Over,6.5,-154,2026-05-06T23:34:24Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,jalen brunson,Under,6.5,120,2026-05-06T23:34:24Z,NYK,74.0,35.0,26.0,3.3,6.8,0.8,0.1,0.467,0.369,0.841,4.8,0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,tyrese maxey,Over,6.5,124,2026-05-06T23:34:24Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,0.09999999999999964,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,tyrese maxey,Under,6.5,-160,2026-05-06T23:34:24Z,PHI,70.0,38.0,28.3,4.1,6.6,1.9,0.8,0.462,0.367,0.892,1.6,0.09999999999999964,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,karl-anthony towns,Over,5.5,114,2026-05-06T23:34:24Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,-2.5,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,karl-anthony towns,Under,5.5,-145,2026-05-06T23:34:24Z,NYK,75.0,31.0,20.1,11.9,3.0,0.9,0.5,0.501,0.368,0.858,5.0,-2.5,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,josh hart,Over,4.5,-154,2026-05-06T23:34:24Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,josh hart,Under,4.5,120,2026-05-06T23:34:24Z,NYK,66.0,30.2,12.0,7.4,4.8,1.1,0.3,0.508,0.413,0.72,3.2,0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,paul george,Over,4.5,124,2026-05-06T23:34:24Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,-0.8999999999999999,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,paul george,Under,4.5,-160,2026-05-06T23:34:24Z,PHI,37.0,30.7,17.3,5.3,3.6,1.7,0.4,0.439,0.392,0.82,2.4,-0.8999999999999999,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,vj edgecombe,Over,3.5,124,2026-05-06T23:34:24Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.7000000000000002,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,vj edgecombe,Under,3.5,-160,2026-05-06T23:34:24Z,PHI,75.0,35.0,16.0,5.6,4.2,1.4,0.5,0.438,0.354,0.818,0.8,0.7000000000000002,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,og anunoby,Over,2.5,124,2026-05-06T23:34:24Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,og anunoby,Under,2.5,-160,2026-05-06T23:34:24Z,NYK,67.0,33.2,16.7,5.2,2.2,1.6,0.7,0.484,0.386,0.828,6.1,-0.2999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,mikal bridges,Over,2.5,145,2026-05-06T23:34:24Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,1.2000000000000002,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,mikal bridges,Under,2.5,-188,2026-05-06T23:34:24Z,NYK,82.0,32.8,14.4,3.8,3.7,1.3,0.8,0.49,0.371,0.827,3.6,1.2000000000000002,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,quentin grimes,Over,1.5,-160,2026-05-06T23:34:24Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,1.7999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,quentin grimes,Under,1.5,124,2026-05-06T23:34:24Z,PHI,75.0,29.4,13.4,3.6,3.3,0.9,0.4,0.45,0.334,0.84,0.1,1.7999999999999998,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,miles mcbride,Over,1.5,105,2026-05-06T23:34:24Z,NYK,41.0,26.3,12.0,2.4,2.6,0.9,0.2,0.423,0.413,0.787,5.5,1.1,LOW
Philadelphia 76ers at New York Knicks,DraftKings,player_assists,miles mcbride,Under,1.5,-135,2026-05-06T23:34:24Z,NYK,41.0,26.3,12.0,2.4,2.6,0.9,0.2,0.423,0.413,0.787,5.5,1.1,LOW
