matchup,book,market,player,side,line,odds,last_update,team,games,minutes,points,rebounds,assists,steals,blocks,fg_pct,fg3_pct,ft_pct,plus_minus,projection_edge,confidence
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,ayo dosunmu,Over,10.5,-141,2026-05-06T23:34:16Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,4.300000000000001,HIGH
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,ayo dosunmu,Under,10.5,105,2026-05-06T23:34:16Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,4.300000000000001,HIGH
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,julian champagnie,Over,9.5,-106,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,1.5999999999999996,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,julian champagnie,Under,9.5,-129,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,1.5999999999999996,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,devin vassell,Over,13.5,-103,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.40000000000000036,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,devin vassell,Under,13.5,-134,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.40000000000000036,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,julius randle,Over,18.5,100,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,2.6000000000000014,MEDIUM
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,julius randle,Under,18.5,-136,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,2.6000000000000014,MEDIUM
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,devin vassell,Over,12.5,-136,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,1.4000000000000004,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,devin vassell,Under,12.5,100,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,1.4000000000000004,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,stephon castle,Over,17.5,-103,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,-0.8000000000000007,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,stephon castle,Under,17.5,-134,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,-0.8000000000000007,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,victor wembanyama,Over,27.5,-109,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-2.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,victor wembanyama,Under,27.5,-125,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-2.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,victor wembanyama,Over,28.5,114,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-3.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,victor wembanyama,Under,28.5,-157,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-3.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,jaden mcdaniels,Over,15.5,100,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,-0.6999999999999993,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,jaden mcdaniels,Under,15.5,-136,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,-0.6999999999999993,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,anthony edwards,Over,20.5,-130,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,8.3,HIGH
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,anthony edwards,Under,20.5,-105,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,8.3,HIGH
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,anthony edwards,Over,22.5,120,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,6.300000000000001,HIGH
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,anthony edwards,Under,22.5,-167,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,6.300000000000001,HIGH
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,julian champagnie,Over,8.5,-148,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,2.5999999999999996,MEDIUM
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,julian champagnie,Under,8.5,108,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,2.5999999999999996,MEDIUM
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,naz reid,Over,11.5,-150,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,2.0999999999999996,MEDIUM
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_points,naz reid,Under,11.5,110,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,2.0999999999999996,MEDIUM
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,naz reid,Over,6.5,-104,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,-0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,naz reid,Under,6.5,-132,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,-0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,stephon castle,Over,5.5,-106,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,-0.20000000000000018,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,stephon castle,Under,5.5,-127,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,-0.20000000000000018,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,dylan harper,Over,3.5,105,2026-05-06T23:34:16Z,SAS,69.0,22.6,11.8,3.4,3.9,0.8,0.3,0.505,0.343,0.756,4.4,-0.10000000000000009,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,dylan harper,Under,3.5,-143,2026-05-06T23:34:16Z,SAS,69.0,22.6,11.8,3.4,3.9,0.8,0.3,0.505,0.343,0.756,4.4,-0.10000000000000009,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,anthony edwards,Over,3.5,-165,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,1.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,anthony edwards,Under,3.5,120,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,1.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,rudy gobert,Over,10.5,-139,2026-05-06T23:34:16Z,MIN,76.0,31.3,10.9,11.5,1.7,0.8,1.6,0.682,0.0,0.526,3.1,1.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,rudy gobert,Under,10.5,102,2026-05-06T23:34:16Z,MIN,76.0,31.3,10.9,11.5,1.7,0.8,1.6,0.682,0.0,0.526,3.1,1.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,keldon johnson,Over,3.5,-121,2026-05-06T23:34:16Z,SAS,82.0,23.3,13.2,5.4,1.4,0.6,0.1,0.519,0.363,0.794,3.9,1.9000000000000004,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,keldon johnson,Under,3.5,-113,2026-05-06T23:34:16Z,SAS,82.0,23.3,13.2,5.4,1.4,0.6,0.1,0.519,0.363,0.794,3.9,1.9000000000000004,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,devin vassell,Over,3.5,-175,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,devin vassell,Under,3.5,125,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,de'aaron fox,Over,3.5,-122,2026-05-06T23:34:16Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,de'aaron fox,Under,3.5,-110,2026-05-06T23:34:16Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,julius randle,Over,6.5,104,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.20000000000000018,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,julius randle,Under,6.5,-141,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.20000000000000018,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,jaden mcdaniels,Over,4.5,-118,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,-0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,jaden mcdaniels,Under,4.5,-115,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,-0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,victor wembanyama,Over,12.5,-120,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-1.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,victor wembanyama,Under,12.5,-114,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-1.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,julian champagnie,Over,5.5,108,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_rebounds,julian champagnie,Under,5.5,-148,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,jaden mcdaniels,Over,1.5,123,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,jaden mcdaniels,Under,1.5,-167,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,ayo dosunmu,Over,1.5,105,2026-05-06T23:34:16Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,ayo dosunmu,Under,1.5,-143,2026-05-06T23:34:16Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,de'aaron fox,Over,1.5,-103,2026-05-06T23:34:16Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,de'aaron fox,Under,1.5,-132,2026-05-06T23:34:16Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,naz reid,Over,1.5,-162,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,naz reid,Under,1.5,120,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julius randle,Over,1.5,140,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julius randle,Under,1.5,-195,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,stephon castle,Over,1.5,120,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,stephon castle,Under,1.5,-162,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julian champagnie,Over,2.5,150,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julian champagnie,Under,2.5,-210,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,victor wembanyama,Over,2.5,104,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,victor wembanyama,Under,2.5,-139,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,devin vassell,Over,2.5,145,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,devin vassell,Under,2.5,-200,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,anthony edwards,Over,2.5,104,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,anthony edwards,Under,2.5,-141,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,jaden mcdaniels,Over,1.5,123,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,jaden mcdaniels,Under,1.5,-167,2026-05-06T23:34:16Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,ayo dosunmu,Over,1.5,105,2026-05-06T23:34:16Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,ayo dosunmu,Under,1.5,-143,2026-05-06T23:34:16Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,de'aaron fox,Over,1.5,-103,2026-05-06T23:34:16Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,de'aaron fox,Under,1.5,-132,2026-05-06T23:34:16Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,naz reid,Over,1.5,-162,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,naz reid,Under,1.5,120,2026-05-06T23:34:16Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julius randle,Over,1.5,140,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julius randle,Under,1.5,-195,2026-05-06T23:34:16Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,stephon castle,Over,1.5,120,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,stephon castle,Under,1.5,-162,2026-05-06T23:34:16Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julian champagnie,Over,2.5,150,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,julian champagnie,Under,2.5,-210,2026-05-06T23:34:16Z,SAS,82.0,27.6,11.1,5.8,1.5,0.8,0.5,0.437,0.381,0.844,7.2,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,victor wembanyama,Over,2.5,104,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,victor wembanyama,Under,2.5,-139,2026-05-06T23:34:16Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,devin vassell,Over,2.5,145,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,devin vassell,Under,2.5,-200,2026-05-06T23:34:16Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,anthony edwards,Over,2.5,104,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetRivers,player_threes,anthony edwards,Under,2.5,-141,2026-05-06T23:34:16Z,MIN,61.0,35.0,28.8,5.0,3.7,1.4,0.8,0.489,0.399,0.796,2.7,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,victor wembanyama,Over,3.5,100,2026-05-06T23:34:17Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-0.3999999999999999,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,victor wembanyama,Under,3.5,-135,2026-05-06T23:34:17Z,SAS,64.0,29.2,25.0,11.5,3.1,1.0,3.1,0.512,0.349,0.827,10.7,-0.3999999999999999,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,jaden mcdaniels,Over,2.5,-105,2026-05-06T23:34:17Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,0.20000000000000018,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,jaden mcdaniels,Under,2.5,-125,2026-05-06T23:34:17Z,MIN,73.0,31.7,14.8,4.2,2.7,1.1,1.0,0.515,0.412,0.835,1.6,0.20000000000000018,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,julius randle,Over,4.5,125,2026-05-06T23:34:17Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,julius randle,Under,4.5,-165,2026-05-06T23:34:17Z,MIN,79.0,33.0,21.1,6.7,5.0,1.1,0.2,0.481,0.315,0.802,2.9,0.5,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,devin vassell,Over,2.5,120,2026-05-06T23:34:17Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,devin vassell,Under,2.5,-160,2026-05-06T23:34:17Z,SAS,67.0,30.5,13.9,4.0,2.5,0.9,0.4,0.437,0.384,0.815,7.3,0.0,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,stephon castle,Over,6.5,-135,2026-05-06T23:34:17Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,0.9000000000000004,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,stephon castle,Under,6.5,100,2026-05-06T23:34:17Z,SAS,68.0,30.0,16.7,5.3,7.4,1.1,0.3,0.471,0.332,0.734,6.0,0.9000000000000004,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,dylan harper,Over,3.5,138,2026-05-06T23:34:17Z,SAS,69.0,22.6,11.8,3.4,3.9,0.8,0.3,0.505,0.343,0.756,4.4,0.3999999999999999,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,dylan harper,Under,3.5,-185,2026-05-06T23:34:17Z,SAS,69.0,22.6,11.8,3.4,3.9,0.8,0.3,0.505,0.343,0.756,4.4,0.3999999999999999,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,mike conley,Over,3.5,120,2026-05-06T23:34:17Z,MIN,54.0,18.4,4.5,1.7,2.9,0.6,0.3,0.335,0.337,0.9,0.3,-0.6000000000000001,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,mike conley,Under,3.5,-160,2026-05-06T23:34:17Z,MIN,54.0,18.4,4.5,1.7,2.9,0.6,0.3,0.335,0.337,0.9,0.3,-0.6000000000000001,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,rudy gobert,Over,1.5,-155,2026-05-06T23:34:17Z,MIN,76.0,31.3,10.9,11.5,1.7,0.8,1.6,0.682,0.0,0.526,3.1,0.19999999999999996,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,rudy gobert,Under,1.5,115,2026-05-06T23:34:17Z,MIN,76.0,31.3,10.9,11.5,1.7,0.8,1.6,0.682,0.0,0.526,3.1,0.19999999999999996,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,ayo dosunmu,Over,3.5,135,2026-05-06T23:34:17Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,0.10000000000000009,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,ayo dosunmu,Under,3.5,-185,2026-05-06T23:34:17Z,MIN,69.0,27.3,14.8,3.4,3.6,0.8,0.3,0.517,0.439,0.876,-1.0,0.10000000000000009,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,naz reid,Over,1.5,-120,2026-05-06T23:34:17Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,0.7000000000000002,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,naz reid,Under,1.5,-110,2026-05-06T23:34:17Z,MIN,77.0,26.1,13.6,6.2,2.2,1.0,1.0,0.456,0.362,0.732,2.2,0.7000000000000002,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,de'aaron fox,Over,6.5,115,2026-05-06T23:34:17Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,-0.2999999999999998,LOW
Minnesota Timberwolves at San Antonio Spurs,BetMGM,player_assists,de'aaron fox,Under,6.5,-155,2026-05-06T23:34:17Z,SAS,72.0,31.0,18.6,3.8,6.2,1.2,0.3,0.486,0.332,0.76,6.3,-0.2999999999999998,LOW
