sport,market,game_id,matchup,line_source,side_a,side_b,line_a,line_b,odds_a,odds_b,timestamp
mlb,spreads,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,DraftKings,Boston Red Sox,Detroit Tigers,-1.5,1.5,-148,114,2026-05-06T23:34:18Z
mlb,totals,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,DraftKings,Over,Under,7.5,7.5,-104,-124,2026-05-06T23:34:18Z
mlb,h2h,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,Bovada,Boston Red Sox,Detroit Tigers,,,-240,180,2026-05-06T23:28:53Z
mlb,spreads,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,Bovada,Boston Red Sox,Detroit Tigers,-1.5,1.5,-130,100,2026-05-06T23:28:53Z
mlb,totals,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,Bovada,Over,Under,8.0,8.0,-110,-120,2026-05-06T23:28:53Z
mlb,h2h,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,MyBookie.ag,Boston Red Sox,Detroit Tigers,,,-286,225,2026-05-06T23:31:02Z
mlb,spreads,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,MyBookie.ag,Boston Red Sox,Detroit Tigers,-2.5,2.5,100,-143,2026-05-06T23:31:02Z
mlb,totals,4a14bd2383b640b8cf105c59c99fa882,Boston Red Sox at Detroit Tigers,MyBookie.ag,Over,Under,8.5,8.5,-118,-125,2026-05-06T23:31:02Z
mlb,h2h,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,FanDuel,Minnesota Twins,Washington Nationals,,,-158,124,2026-05-06T23:34:18Z
mlb,spreads,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,FanDuel,Minnesota Twins,Washington Nationals,-1.5,1.5,126,-172,2026-05-06T23:34:18Z
mlb,totals,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,FanDuel,Over,Under,6.5,6.5,-122,-110,2026-05-06T23:34:18Z
mlb,h2h,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,MyBookie.ag,Minnesota Twins,Washington Nationals,,,-167,125,2026-05-06T23:33:05Z
mlb,spreads,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,MyBookie.ag,Minnesota Twins,Washington Nationals,-1.5,1.5,110,-154,2026-05-06T23:33:05Z
mlb,totals,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,MyBookie.ag,Over,Under,7.0,7.0,-105,-125,2026-05-06T23:33:05Z
mlb,h2h,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,DraftKings,Minnesota Twins,Washington Nationals,,,-166,127,2026-05-06T23:34:18Z
mlb,spreads,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,DraftKings,Minnesota Twins,Washington Nationals,-1.5,1.5,112,-145,2026-05-06T23:34:18Z
mlb,totals,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,DraftKings,Over,Under,6.5,6.5,-119,-109,2026-05-06T23:34:18Z
mlb,h2h,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,Bovada,Minnesota Twins,Washington Nationals,,,-150,115,2026-05-06T23:33:41Z
mlb,spreads,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,Bovada,Minnesota Twins,Washington Nationals,-1.0,1.0,-110,-120,2026-05-06T23:33:41Z
mlb,totals,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,Bovada,Over,Under,7.0,7.0,100,-130,2026-05-06T23:33:41Z
mlb,h2h,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,BetRivers,Minnesota Twins,Washington Nationals,,,-180,128,2026-05-06T23:34:17Z
mlb,spreads,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,BetRivers,Minnesota Twins,Washington Nationals,-1.0,1.0,-125,-110,2026-05-06T23:34:17Z
mlb,totals,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,BetRivers,Over,Under,6.5,6.5,-122,-115,2026-05-06T23:34:17Z
mlb,h2h,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,BetMGM,Minnesota Twins,Washington Nationals,,,-170,135,2026-05-06T23:33:05Z
mlb,spreads,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,BetMGM,Minnesota Twins,Washington Nationals,-1.5,1.5,110,-140,2026-05-06T23:33:05Z
mlb,totals,50bf885c9e829f1de48161f3ec47e5dc,Minnesota Twins at Washington Nationals,BetMGM,Over,Under,6.5,6.5,-125,-102,2026-05-06T23:33:05Z
mlb,h2h,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,FanDuel,New York Yankees,Texas Rangers,,,-108,-118,2026-05-06T23:34:18Z
mlb,spreads,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,FanDuel,New York Yankees,Texas Rangers,1.5,-1.5,-188,140,2026-05-06T23:34:18Z
mlb,totals,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,FanDuel,Over,Under,8.5,8.5,-120,-110,2026-05-06T23:34:18Z
mlb,h2h,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,MyBookie.ag,New York Yankees,Texas Rangers,,,-125,-105,2026-05-06T23:33:05Z
mlb,spreads,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,MyBookie.ag,New York Yankees,Texas Rangers,1.5,-1.5,-222,160,2026-05-06T23:33:05Z
mlb,totals,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,MyBookie.ag,Over,Under,8.0,8.0,-118,-118,2026-05-06T23:33:05Z
mlb,h2h,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,DraftKings,New York Yankees,Texas Rangers,,,-111,-116,2026-05-06T23:34:18Z
mlb,spreads,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,DraftKings,New York Yankees,Texas Rangers,1.5,-1.5,-179,137,2026-05-06T23:34:18Z
mlb,totals,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,DraftKings,Over,Under,8.5,8.5,-124,-105,2026-05-06T23:34:18Z
mlb,h2h,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,Bovada,New York Yankees,Texas Rangers,,,-110,-120,2026-05-06T23:33:41Z
mlb,spreads,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,Bovada,New York Yankees,Texas Rangers,1.0,-1.0,-145,110,2026-05-06T23:33:41Z
mlb,totals,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,Bovada,Over,Under,8.5,8.5,-115,-115,2026-05-06T23:33:41Z
mlb,h2h,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,BetRivers,New York Yankees,Texas Rangers,,,-113,-122,2026-05-06T23:34:17Z
mlb,spreads,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,BetRivers,New York Yankees,Texas Rangers,1.0,-1.0,-159,115,2026-05-06T23:34:17Z
mlb,totals,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,BetRivers,Over,Under,8.5,8.5,-129,-110,2026-05-06T23:34:17Z
mlb,h2h,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,BetMGM,New York Yankees,Texas Rangers,,,-110,-110,2026-05-06T23:33:05Z
mlb,spreads,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,BetMGM,New York Yankees,Texas Rangers,1.5,-1.5,-185,140,2026-05-06T23:33:05Z
mlb,totals,895be7e0cbc697eeffc1f4c9fb60613b,Texas Rangers at New York Yankees,BetMGM,Over,Under,8.5,8.5,-115,-110,2026-05-06T23:33:05Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,FanDuel,Chicago Cubs,Cincinnati Reds,,,-168,142,2026-05-06T23:34:18Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,FanDuel,Chicago Cubs,Cincinnati Reds,-1.5,1.5,126,-152,2026-05-06T23:34:18Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,FanDuel,Over,Under,8.0,8.0,-115,-105,2026-05-06T23:34:18Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetOnline.ag,Chicago Cubs,Cincinnati Reds,,,-165,149,2026-05-06T23:33:44Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetOnline.ag,Chicago Cubs,Cincinnati Reds,-1.5,1.5,130,-150,2026-05-06T23:33:44Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetOnline.ag,Over,Under,8.0,8.0,-122,102,2026-05-06T23:33:44Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,LowVig.ag,Chicago Cubs,Cincinnati Reds,,,-165,149,2026-05-06T23:33:42Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,LowVig.ag,Chicago Cubs,Cincinnati Reds,-1.5,1.5,132,-149,2026-05-06T23:33:42Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,LowVig.ag,Over,Under,8.0,8.0,-120,105,2026-05-06T23:33:42Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,MyBookie.ag,Chicago Cubs,Cincinnati Reds,,,-169,142,2026-05-06T23:33:05Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,MyBookie.ag,Chicago Cubs,Cincinnati Reds,-1.5,1.5,125,-147,2026-05-06T23:33:05Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,MyBookie.ag,Over,Under,8.0,8.0,-118,-103,2026-05-06T23:33:05Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,DraftKings,Chicago Cubs,Cincinnati Reds,,,-169,140,2026-05-06T23:34:18Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,DraftKings,Chicago Cubs,Cincinnati Reds,-1.5,1.5,128,-154,2026-05-06T23:34:18Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,DraftKings,Over,Under,8.0,8.0,-117,-103,2026-05-06T23:34:18Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetUS,Chicago Cubs,Cincinnati Reds,,,-159,142,2026-05-06T23:34:01Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetUS,Chicago Cubs,Cincinnati Reds,-1.5,1.5,130,-150,2026-05-06T23:34:01Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetUS,Over,Under,8.0,8.0,-120,100,2026-05-06T23:34:01Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetRivers,Chicago Cubs,Cincinnati Reds,,,-177,143,2026-05-06T23:34:17Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetRivers,Chicago Cubs,Cincinnati Reds,-1.5,1.5,132,-165,2026-05-06T23:34:17Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetRivers,Over,Under,8.0,8.0,-112,-112,2026-05-06T23:34:17Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetMGM,Chicago Cubs,Cincinnati Reds,,,-175,145,2026-05-06T23:33:05Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetMGM,Chicago Cubs,Cincinnati Reds,-1.5,1.5,125,-150,2026-05-06T23:33:05Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,BetMGM,Over,Under,8.0,8.0,-115,-105,2026-05-06T23:33:05Z
mlb,h2h,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,Bovada,Chicago Cubs,Cincinnati Reds,,,-164,138,2026-05-06T23:33:41Z
mlb,spreads,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,Bovada,Chicago Cubs,Cincinnati Reds,-1.5,1.5,130,-150,2026-05-06T23:33:41Z
mlb,totals,a524558d8c67f4e0116d63123b26e426,Cincinnati Reds at Chicago Cubs,Bovada,Over,Under,8.0,8.0,-115,-105,2026-05-06T23:33:41Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,FanDuel,Cleveland Guardians,Kansas City Royals,,,116,-134,2026-05-06T23:34:18Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,FanDuel,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-192,158,2026-05-06T23:34:18Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,FanDuel,Over,Under,7.5,7.5,-104,-118,2026-05-06T23:34:18Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetOnline.ag,Cleveland Guardians,Kansas City Royals,,,123,-136,2026-05-06T23:33:44Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetOnline.ag,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-182,159,2026-05-06T23:33:44Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetOnline.ag,Over,Under,7.5,7.5,105,-125,2026-05-06T23:33:44Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,LowVig.ag,Cleveland Guardians,Kansas City Royals,,,123,-136,2026-05-06T23:33:42Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,LowVig.ag,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-182,160,2026-05-06T23:33:42Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,LowVig.ag,Over,Under,7.5,7.5,107,-123,2026-05-06T23:33:42Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,MyBookie.ag,Cleveland Guardians,Kansas City Royals,,,120,-141,2026-05-06T23:33:05Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,MyBookie.ag,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-189,161,2026-05-06T23:33:05Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,MyBookie.ag,Over,Under,7.5,7.5,-106,-115,2026-05-06T23:33:05Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,DraftKings,Cleveland Guardians,Kansas City Royals,,,117,-141,2026-05-06T23:34:18Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,DraftKings,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-188,155,2026-05-06T23:34:18Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,DraftKings,Over,Under,7.5,7.5,-102,-118,2026-05-06T23:34:18Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetUS,Cleveland Guardians,Kansas City Royals,,,122,-135,2026-05-06T23:34:01Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetUS,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-180,156,2026-05-06T23:34:01Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetUS,Over,Under,7.5,7.5,105,-125,2026-05-06T23:34:01Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,Bovada,Cleveland Guardians,Kansas City Royals,,,120,-143,2026-05-06T23:33:41Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,Bovada,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-185,160,2026-05-06T23:33:41Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,Bovada,Over,Under,7.5,7.5,100,-120,2026-05-06T23:33:41Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetRivers,Cleveland Guardians,Kansas City Royals,,,116,-143,2026-05-06T23:34:17Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetRivers,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-190,150,2026-05-06T23:34:17Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetRivers,Over,Under,7.5,7.5,-105,-120,2026-05-06T23:34:17Z
mlb,h2h,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetMGM,Cleveland Guardians,Kansas City Royals,,,115,-135,2026-05-06T23:33:05Z
mlb,spreads,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetMGM,Cleveland Guardians,Kansas City Royals,1.5,-1.5,-190,155,2026-05-06T23:33:05Z
mlb,totals,30d2a93f1ca79f37c19806e74ed1cdab,Cleveland Guardians at Kansas City Royals,BetMGM,Over,Under,7.5,7.5,-105,-115,2026-05-06T23:33:05Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,FanDuel,Colorado Rockies,New York Mets,,,134,-158,2026-05-06T23:34:18Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,FanDuel,Colorado Rockies,New York Mets,1.5,-1.5,-118,-102,2026-05-06T23:34:18Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,FanDuel,Over,Under,9.5,9.5,-110,-110,2026-05-06T23:34:18Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetRivers,Colorado Rockies,New York Mets,,,138,-177,2026-05-06T23:34:17Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetRivers,Colorado Rockies,New York Mets,1.5,-1.5,-115,-108,2026-05-06T23:34:17Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetRivers,Over,Under,9.5,9.5,-113,-110,2026-05-06T23:34:17Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetOnline.ag,Colorado Rockies,New York Mets,,,134,-148,2026-05-06T23:33:44Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetOnline.ag,Colorado Rockies,New York Mets,1.5,-1.5,-125,105,2026-05-06T23:33:44Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetOnline.ag,Over,Under,9.5,9.5,-107,-113,2026-05-06T23:33:44Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,LowVig.ag,Colorado Rockies,New York Mets,,,134,-148,2026-05-06T23:33:42Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,LowVig.ag,Colorado Rockies,New York Mets,1.5,-1.5,-122,108,2026-05-06T23:33:42Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,LowVig.ag,Over,Under,9.5,9.5,-104,-110,2026-05-06T23:33:42Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetMGM,Colorado Rockies,New York Mets,,,135,-160,2026-05-06T23:33:05Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetMGM,Colorado Rockies,New York Mets,1.5,-1.5,-120,100,2026-05-06T23:33:05Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetMGM,Over,Under,9.5,9.5,-110,-110,2026-05-06T23:33:05Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,DraftKings,Colorado Rockies,New York Mets,,,133,-161,2026-05-06T23:34:18Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,DraftKings,Colorado Rockies,New York Mets,1.5,-1.5,-123,102,2026-05-06T23:34:18Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,DraftKings,Over,Under,9.5,9.5,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,Bovada,Colorado Rockies,New York Mets,,,131,-157,2026-05-06T23:33:41Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,Bovada,Colorado Rockies,New York Mets,1.5,-1.5,-120,100,2026-05-06T23:33:41Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,Bovada,Over,Under,9.5,9.5,100,-120,2026-05-06T23:33:41Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,MyBookie.ag,Colorado Rockies,New York Mets,,,134,-159,2026-05-06T23:33:05Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,MyBookie.ag,Colorado Rockies,New York Mets,1.5,-1.5,-120,100,2026-05-06T23:33:05Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,MyBookie.ag,Over,Under,9.5,9.5,-106,-115,2026-05-06T23:33:05Z
mlb,h2h,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetUS,Colorado Rockies,New York Mets,,,134,-150,2026-05-06T23:34:01Z
mlb,spreads,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetUS,Colorado Rockies,New York Mets,1.5,-1.5,-120,100,2026-05-06T23:34:01Z
mlb,totals,3d9ff7b926b247cb73447ca5c7a7428e,New York Mets at Colorado Rockies,BetUS,Over,Under,9.5,9.5,-105,-115,2026-05-06T23:34:01Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,FanDuel,Arizona Diamondbacks,Pittsburgh Pirates,,,110,-130,2026-05-06T23:34:18Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,FanDuel,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-160,132,2026-05-06T23:34:18Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,FanDuel,Over,Under,8.0,8.0,-105,-115,2026-05-06T23:34:18Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetOnline.ag,Arizona Diamondbacks,Pittsburgh Pirates,,,111,-122,2026-05-06T23:33:44Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetOnline.ag,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-157,137,2026-05-06T23:33:44Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetOnline.ag,Over,Under,7.5,7.5,-123,103,2026-05-06T23:33:44Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,LowVig.ag,Arizona Diamondbacks,Pittsburgh Pirates,,,111,-122,2026-05-06T23:33:42Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,LowVig.ag,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-156,138,2026-05-06T23:33:42Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,LowVig.ag,Over,Under,7.5,7.5,-121,106,2026-05-06T23:33:42Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,MyBookie.ag,Arizona Diamondbacks,Pittsburgh Pirates,,,110,-130,2026-05-06T23:33:05Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,MyBookie.ag,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-146,127,2026-05-06T23:33:05Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,MyBookie.ag,Over,Under,8.0,8.0,-108,-114,2026-05-06T23:33:05Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,DraftKings,Arizona Diamondbacks,Pittsburgh Pirates,,,109,-132,2026-05-06T23:34:18Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,DraftKings,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-164,135,2026-05-06T23:34:18Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,DraftKings,Over,Under,7.5,7.5,-115,-105,2026-05-06T23:34:18Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetRivers,Arizona Diamondbacks,Pittsburgh Pirates,,,116,-143,2026-05-06T23:34:17Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetRivers,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-150,120,2026-05-06T23:34:17Z
mlb,totals,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetRivers,Over,Under,7.5,7.5,-114,-109,2026-05-06T23:34:17Z
mlb,h2h,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetMGM,Arizona Diamondbacks,Pittsburgh Pirates,,,110,-130,2026-05-06T23:33:05Z
mlb,spreads,de899b461227924fc52c2f9492e9fe56,Pittsburgh Pirates at Arizona Diamondbacks,BetMGM,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-1.5,-155,130,2026-05-06T23:33:05Z
